ibm
0010 00011101010010100110001010010111 00011001101110001001101110010000 00011101010010111101001111001111
0010 01000111011110011011110101001000 01001010011111111000011100111001 01001010100000011011011100011000
0010 00011111011111111111110110110000 00011000001111001000010000000000 00011111100000000000000001010010
0010 01101100011101100000100000000000 01110100011111111111111101000000 01110100100000000000000000011100
0010 01010111011101100011100000000100 01011100101001000101111011110001 01011100101001000111110110111001
0010 11100111111010100111111111111000 01101111000000000000000110011100 01101110111111111111111110001111
0010 00010001111111110000100101000111 10000111110011111111111111000000 00010001111111110000100100111011
0010 11101010011011111111111111110000 01110100011100110111101000101110 01110100011100110111101000100000
0010 00011111000000000000000000000000 10010100111011111111111111111100 00011110111111111111111111110010
0010 11110010010111111111111111111111 01111100000000000000000000001100 01111011111111111111111111111101
0010 01011101100000000000000000001000 01101000111111111111111111111110 01101001000000000000000000000001
0010 00110011100000000000000000000001 00111110010001000100000010011100 00111110010001000100000010100001
0010 10001000101111111111111111111111 00010011100011100111100101101101 00010011100011100111100101101011
0010 01101000000000000000000000000000 01111111010101100101110100110011 01111111010101100101110100110100
0010 00000000000000000001111110101010 00010011001011010010001100001000 00010011001011010010001100001001
0011 01110111101101010101000100110000 11110111000110111100011110110001 01111000000000011001101010000101
0011 10000101100110000000100111111100 10001010100000000001011010010101 00001010011111111110000100100110
0011 11101111100110100111111110000000 11110111010111001001101110100100 01110111010111001001101001110000
0011 01100001111011101011011001101101 11011001011010100000000010000000 01100001111011101011011011100011
0011 01110011111111111111111111111011 11101001001000000000010000000000 01110100000000000000000000000001
0011 11001000001001111111111111100000 11010001010011010110000000101011 01010001010011010110000000000010
0011 01010110111111111111111111110110 11001111011110010000000000000010 01010111000000000000000011110101
0011 00100001101111011011001010001100 10011000111101000000000000000010 00100001101111011011001011001010
0011 00100110000000000000000000000000 10111101111000101110101011111110 00111101111000101110101011111111
0011 01100011101111110010000100010111 01011111001010101100101000000000 01100011101111101100101110110010
0001 11001101011010100110001000000000 11010110111000110010000000000000 01100100110011111111001000110011
0001 10000000000000000001111111000000 11101100010001101111010011110000 00101000010001010110011100000111
0001 10011111111011001001100011110000 10000000000000011101111000000000 00000000000000000000000000000001
0001 00101000111010000000000000000000 00111000010000100001001110110101 00100001101011111110000111011101
0001 10000001111011110111011111000000 10100010101001011111000000000000 00000000000000000000000000000001
0001 10110010101011101101010000000000 10110101100000011110011101000000 00101000101100010110110110000011
0001 11000011011010001000000000000000 11101000110110100110111001100010 01101100110001100110000101000001
0001 00001101011100110111011111000000 00001100000101000011111000000000 00000000000000000000000000000001
0001 10111010110111010010100100101000 10100010100101010110100000000000 00011110000000010001001011001110
0001 11110111101001010100001111000000 10101001101111100111101111000000 01100001111101011111000001011001
0001 11111011010101100001011110000000 11101001001011010101100111100000 01111111100000000000000000000000
0001 00101010010010100100110000000000 01111110001001111011011100110110 01101001000001001000100001011100
0001 00010001001101100000101001001101 00000100111110100001010000000000 00000000000000000000000000000001
0001 00011111011010000100110110000000 00010000011001000101011001001100 00000000000000000000000000000001
0001 00010111110010101010000011101010 00100011011111111110111010000000 00000000000000000011001010100101
0001 11111111011111000100010101000000 11111111010111011010110001111010 01111111100000000000000000000000
0001 10000010010001100110100101011100 11101010010111110001011001110000 00101101001011001110011100101100
0001 10000010010111101010101010111110 10101101111001000110100111110000 00000000000000000000000000000001
0001 01010011100100111011011000110100 00100000100111100011101010001010 00110100101101101001100001110111
0001 11100101101000110000111100010110 10111010001111001101000001000110 01100000011100001000011101111011
0001 11111100001111000101011110000001 11111111000101111101000100000010 01111111100000000000000000000000
0001 00111010011101001011111100011010 00101110111010011111101101000101 00101001110111111011001000101001
0001 10111111110110010101001001110011 11101100100111001010001010111011 01101101000001001111100001100100
0001 00000110100000100000000000000000 00000001000111010101011001000000 00000000000000000000000000000001
0100 11111000110111010011011000000000 10100111001101110000101100000000 01011100011001111001111111011100 01100000100111101001111011101100
0100 01011011000000000000000000000000 00100111101011011101000100100000 01000111001100111000111010110110 01000111001101000011110010001000
0100 11001101001100000000000000000000 11010111011001101100101110100011 01100100110000010110010100110100 01100101011111110101111010011011
0100 10000000000000000000001101001110 10101000010000110110111101110000 10000000000000000000000000000000 00000000000000000000000000000001
0100 11110111010000101010011100010001 10010100010111000110010101011110 00111101100111100101100001000000 01001100001001111001010010100111
0100 10100011111011001011001001001110 11001110101101011100101011010010 00100010010000000001000000000000 00110011001010000001010110011001
0100 01100110001110100000000000000000 10100100101100000000000000000000 01010110000001101111110011100100 01010110000001101111110011100001
0100 00111001101100000000000000000000 01110010101101110111000110100011 01101111110011101101000001100101 01101111110100101100000101010111
0100 00100011010011110111001010011001 00101001010001101001010011010110 00000000000000000000000000110100 00001101001000001110101100111111
0100 01001111000111001101010010000100 01101111000010010111101011100000 11110110100010000100100110010111 01111110101010000111000101111011
0100 00000100101101101111111111111110 11101011000000000000000000000000 00110111000000000000001000000000 00110110111111111111111001001001
0100 00110110001010000111100000000000 01100010110011110010001110100101 11010010111111000111111101010100 01011001100010000100110010001100
0100 11101110001111100001010101010101 00100111010000000000000000000000 01011100011110001011111010001000 01011100011110001011010110100000
0100 01000111100000100000010100001001 00110111000110010011100100000000 00111110101010000100111010111110 00111111011011111100101101001011
0100 01000010111000011011101000010111 01100010000011100011101101001110 11100101011101110011011100110011 01100010011001101111010011110111
0100 01110010011011111111111100000101 00111001000011010001010110111111 11100000001110111010110100111011 01101100000001000100001111011001
0100 01100100000010000110110010000011 01010101100001000101011000000000 01111100010010110011110110010100 01111100010101000000111001001110
0100 10001001111110000101011100000000 11111111011011110111001101100111 01001010111011101010110111100101 01001011000101000110000000011001
0100 10101100011000011000010110001011 10100010010011111110100010001100 10001111000000101011111011111111 00001110010100011010001101100100
0100 11000000011100101101000000000000 01110011001011011110011101011011 01111001000000000000100101110100 01111000111111111100000001110000
0100 01010011011100101100001000110101 01011011011010000000000000000000 01110111011111111111111111110000 01110111100000000000000001100111
0100 00101010000100111111111100100101 01101001100101011010000000000000 01011010110010110110010010100110 01011010110010110110101000001111
0100 00011010100111000111111010101011 01100011111100110001000011100011 10101011110100000000000000000000 00111111000101001001011010010000
0100 11011101011110111110111110111111 10111010011111000000000000000000 01100001101111010000011010011111 01100001101111010000011010111111
0100 11110111100011010011110111001011 00100101011010000000000000000000 01101000010110001001001101010110 01101000010110001001001101010011
0100 10001111101010001110100000000000 11100011100011010101010100110101 00111011010011111011101100111001 00111011010011111011110010101111
0100 10000101011010000000000000000000 01011101000011010011110111001011 00101110110111000101011110101011 00101110110111000101011110101011
0100 00010110100110111001001011001101 00111001111000010011001111001101 10000000110010100101000111110000 00010001000010001101101110000010
0100 11000000000111000111001011111101 00011100110101010100010110101011 00100000100100101100110001010111 00100000100100001100001011111111
0100 01111110010001101011001010000000 10100001001110110010001110010011 01100111001010110101011101111111 01100111001010110101010100111011
0100 00100111100000010010011001010001 01011010000100011110001010110001 10101010111111111000000000000000 01000010000100110011001000100011
0100 01100000010101010000111110101011 01001100000111100111111001001111 01011000011011000000001000000000 01101101000000111110100011001100
0100 11010101100100101110011100001110 11000000000001110100011110100011 01000001001100000000000100000000 01010110000110110100000111101001
0100 01110000011111010011100011110111 00011110101010111111111010001011 10111010011001111111111100000000 01001111101010100010000011010110
0100 01101011110000010100001110101110 01010000001111000111100001100100 01100110100000000000000100000000 01111100100011100100100010011000
0100 11010011111111101010111100100011 11111100100001100110101010100011 11111101101001000111111111111100 01111111100000000000000000000000
0100 11000001110110110001111111010011 11110010100110111100110011011000 01100001111111000000000000000010 01110101000001010101101110011100
