00011101010010100110001010010111 00011001101110001001101110010000 
01000111011110011011110101001000 01001010011111111000011100111001 
00011111011111111111110110110000 00011000001111001000010000000000 
01101100011101100000100000000000 01110100011111111111111101000000 
01010111011101100011100000000100 01011100101001000101111011110001 
11100111111010100111111111111000 01101111000000000000000110011100 
00010001111111110000100101000111 10000111110011111111111111000000 
11101010011011111111111111110000 01110100011100110111101000101110 
00011111000000000000000000000000 10010100111011111111111111111100 
11110010010111111111111111111111 01111100000000000000000000001100 
01011101100000000000000000001000 01101000111111111111111111111110 
00110011100000000000000000000001 00111110010001000100000010011100 
10001000101111111111111111111111 00010011100011100111100101101101 
01101000000000000000000000000000 01111111010101100101110100110011 
00000000000000000001111110101010 00010011001011010010001100001000 
01110111101101010101000100110000 11110111000110111100011110110001 
10000101100110000000100111111100 10001010100000000001011010010101 
11101111100110100111111110000000 11110111010111001001101110100100 
01100001111011101011011001101101 11011001011010100000000010000000 
01110011111111111111111111111011 11101001001000000000010000000000 
11001000001001111111111111100000 11010001010011010110000000101011 
01010110111111111111111111110110 11001111011110010000000000000010 
00100001101111011011001010001100 10011000111101000000000000000010 
00100110000000000000000000000000 10111101111000101110101011111110 
01100011101111110010000100010111 01011111001010101100101000000000 
11001101011010100110001000000000 11010110111000110010000000000000 
10000000000000000001111111000000 11101100010001101111010011110000 
10011111111011001001100011110000 10000000000000011101111000000000 
00101000111010000000000000000000 00111000010000100001001110110101 
10000001111011110111011111000000 10100010101001011111000000000000 
10110010101011101101010000000000 10110101100000011110011101000000 
11000011011010001000000000000000 11101000110110100110111001100010 
00001101011100110111011111000000 00001100000101000011111000000000 
10111010110111010010100100101000 10100010100101010110100000000000 
11110111101001010100001111000000 10101001101111100111101111000000 
11111011010101100001011110000000 11101001001011010101100111100000 
00101010010010100100110000000000 01111110001001111011011100110110 
00010001001101100000101001001101 00000100111110100001010000000000 
00011111011010000100110110000000 00010000011001000101011001001100 
00010111110010101010000011101010 00100011011111111110111010000000 
11111111011111000100010101000000 11111111010111011010110001111010 
10000010010001100110100101011100 11101010010111110001011001110000 
10000010010111101010101010111110 10101101111001000110100111110000 
01010011100100111011011000110100 00100000100111100011101010001010 
11100101101000110000111100010110 10111010001111001101000001000110 
11111100001111000101011110000001 11111111000101111101000100000010 
00111010011101001011111100011010 00101110111010011111101101000101 
10111111110110010101001001110011 11101100100111001010001010111011 
00000110100000100000000000000000 00000001000111010101011001000000 
11111000110111010011011000000000 10100111001101110000101100000000 01011100011001111001111111011100 
01011011000000000000000000000000 00100111101011011101000100100000 01000111001100111000111010110110 
11001101001100000000000000000000 11010111011001101100101110100011 01100100110000010110010100110100 
10000000000000000000001101001110 10101000010000110110111101110000 10000000000000000000000000000000 
11110111010000101010011100010001 10010100010111000110010101011110 00111101100111100101100001000000 
10100011111011001011001001001110 11001110101101011100101011010010 00100010010000000001000000000000 
01100110001110100000000000000000 10100100101100000000000000000000 01010110000001101111110011100100 
00111001101100000000000000000000 01110010101101110111000110100011 01101111110011101101000001100101 
00100011010011110111001010011001 00101001010001101001010011010110 00000000000000000000000000110100 
01001111000111001101010010000100 01101111000010010111101011100000 11110110100010000100100110010111 
00000100101101101111111111111110 11101011000000000000000000000000 00110111000000000000001000000000 
00110110001010000111100000000000 01100010110011110010001110100101 11010010111111000111111101010100 
11101110001111100001010101010101 00100111010000000000000000000000 01011100011110001011111010001000 
01000111100000100000010100001001 00110111000110010011100100000000 00111110101010000100111010111110 
01000010111000011011101000010111 01100010000011100011101101001110 11100101011101110011011100110011 
01110010011011111111111100000101 00111001000011010001010110111111 11100000001110111010110100111011 
01100100000010000110110010000011 01010101100001000101011000000000 01111100010010110011110110010100 
10001001111110000101011100000000 11111111011011110111001101100111 01001010111011101010110111100101 
10101100011000011000010110001011 10100010010011111110100010001100 10001111000000101011111011111111 
11000000011100101101000000000000 01110011001011011110011101011011 01111001000000000000100101110100 
01010011011100101100001000110101 01011011011010000000000000000000 01110111011111111111111111110000 
00101010000100111111111100100101 01101001100101011010000000000000 01011010110010110110010010100110 
00011010100111000111111010101011 01100011111100110001000011100011 10101011110100000000000000000000 
11011101011110111110111110111111 10111010011111000000000000000000 01100001101111010000011010011111 
11110111100011010011110111001011 00100101011010000000000000000000 01101000010110001001001101010110 
10001111101010001110100000000000 11100011100011010101010100110101 00111011010011111011101100111001 
10000101011010000000000000000000 01011101000011010011110111001011 00101110110111000101011110101011 
00010110100110111001001011001101 00111001111000010011001111001101 10000000110010100101000111110000 
11000000000111000111001011111101 00011100110101010100010110101011 00100000100100101100110001010111 
01111110010001101011001010000000 10100001001110110010001110010011 01100111001010110101011101111111 
00100111100000010010011001010001 01011010000100011110001010110001 10101010111111111000000000000000 
01100000010101010000111110101011 01001100000111100111111001001111 01011000011011000000001000000000 
11010101100100101110011100001110 11000000000001110100011110100011 01000001001100000000000100000000 
01110000011111010011100011110111 00011110101010111111111010001011 10111010011001111111111100000000 
01101011110000010100001110101110 01010000001111000111100001100100 01100110100000000000000100000000 
11010011111111101010111100100011 11111100100001100110101010100011 11111101101001000111111111111100 
11000001110110110001111111010011 11110010100110111100110011011000 01100001111111000000000000000010 
00110000100101111100011101010111 01010011010110110100011001100111 00110001011111111000000000000001 
01100101011011000111110001011011 01100011101001001111101101111001 11110010101111111111111111000000 
11011011010110101000111111111101 11000001010100100001111111110110 11000111111011111111111111111100 
01110001111010110011100101011111 01100011101011110110001010011111 11111110011111111111111111000000 
01011111110110001101101010110100 00010110110000000010100010010001 00100001010000000000000000000010 
11100011110001100011101001011101 10101001001000100110100111110101 10110101111111111111111111111000 
10111000100000000000000000000000 10000010000000000000000000000000 00011101010111011001110000111011 
11011100101111110111101000000110 11001110001011101001010110101011 11010100011111111111111111111110 
00100100000000000000000000000000 00000111000000000000000000000000 00001110111001110111110000001101 
01100010011101000000111000011011 01101110100010000001110000010011 11111001111111111111111111111111 
01001100100100010110000110000101 00001010111111000110101100011011 01011000011110010001001001010100 
11000110110001101000000000000000 11101010010000000000000000000000 01111000011101000010111100100011 
